Artista,Reproducciones,Oyentes,Biografía,Artistas Similares
Ricardo Cepeda,14162,2615," <a href=""https://www.last.fm/music/Ricardo+Cepeda"">Read more on Last.fm</a>","Gran Coquivacoa, Cardenales Del Exito, Rincon Morales, Maracaibo 15, Amor Y Gaita"
Cat Burns,2583375,247646,"Catrina Burns-Temison (born 6 June 2000), known professionally as Cat Burns, is a British-Liberian singer-songwriter from Streatham, England. She rose to prominence with her song “Go”, released in July 2020 before reaching the number 2 position in the UK singles chart.

The former BRIT school student went from busking on the Southbank to mastering Tik Tok in lockdown, singing a mix of her favourite covers and original music. As a result, she rapidly <a href=""https://www.last.fm/music/Cat+Burns"">Read more on Last.fm</a>","Berwyn, Rachel Chinouriri, Sam Tompkins, Olivia Dean, Leigh-Anne"
Fadel Chaker,202963,17909," <a href=""https://www.last.fm/music/+noredirect/Fadel+Chaker"">Read more on Last.fm</a>",
Amir,1345128,97297,"1 - A new rising star on the French music scene.  Born in Paris to a multicultural family and also with roots in Israel, he took Europe by storm at the Eurovision Song Contest 2016 in Stockholm with the infectiously catchy song ""J'ai cherché"", finishing in 6th place overall, France's best finish in over a decade

2 - Techno Artist

3 -A new voice in persian Pop music...he's started his work with two legends in persian music and poetry: Andranik and Shahyar Ghanbari...his first album ""Ghesseh NaaTamam"" was released 2 years ago...  <a href=""https://www.last.fm/music/Amir"">Read more on Last.fm</a>","Slimane, Claudio Capéo, Louane, Fréro Delavega, Joyce Jonathan"
Pastor Lopez,440077,49818,"All-time great Colombian King of Cumbia but in fact its a venezuelan singer. <a href=""https://www.last.fm/music/Pastor+Lopez"">Read more on Last.fm</a>","Rodolfo Aicardi, Los Corraleros De Majagual, Lisandro Meza, Alfredo Gutierrez, Afrosound"
Faycel Sghir,7078,1108," <a href=""https://www.last.fm/music/Faycel+Sghir"">Read more on Last.fm</a>","Cheb Bello, Kader Japonais, Cheb Akil, Djalil Palermo, Mouh Milano"
Matteo Romano,358594,17527," <a href=""https://www.last.fm/music/Matteo+Romano"">Read more on Last.fm</a>","sangiovanni, Emanuele Aloia, Tananai, Mahmood, Irama"
Alexis Cortés,3546,754," <a href=""https://www.last.fm/music/Alexis+Cort%C3%A9s"">Read more on Last.fm</a>","gency ramírez, alexis escobar, Ciro Quiñonez, Joaquin Guiller, Julian Daza"
Oxlade,2483711,222144,"Oxlade is the stage name of Nigerian singer Ikuforiji Abdulrahman Olaitan, best known for such Afro-fusion hits as “AWAY,” “HOLD ON,” and “O2.”

∙ Inspired by the music of Nigerian star Wande Coal, Oxlade cut his first demo at age 11 with the help of his uncle, a professional sound mixer.
∙ His big break came in 2018, when he was featured on “Mamiwota,” a hit by Nigerian rapper Blaqbonez.
∙ In 2018, his dreamy “Questionnaire” was his first solo track to catch fire in Nigeria <a href=""https://www.last.fm/music/Oxlade"">Read more on Last.fm</a>","Joeboy, Fireboy DML, Omah Lay, Ruger, Victony"
Gazo,6279872,100884,"Gazo is a rapper of Guinean origin based in France. Originally from Saint-Denis (93), he has been rapping since a young age and currently has his own label, BSB. According to some sources, he is part of a gang to which he often refers in his songs, the MaLaGangX. <a href=""https://www.last.fm/music/Gazo"">Read more on Last.fm</a>","Tiakola, Ninho, Leto, Koba LaD, Niska"
Kaza,916072,29147,"Kaza est un rappeur originaire de Val de Fontenay dans le 94. Partagé entre une carrière dans le basket ou dans le rap, c’est sa série de morceaux HRTBRK qui va le conforter en tant que rappeur : le second épisode HRTBRK #2 lui permet d’exploser et totalise à ce jour plus de 15 millions de vues sur YouTube. Signé sur le label Elektra France, il était proche du rappeur Gambi et dit avoir été grandement influencé par le groupe XV Barbar. <a href=""https://www.last.fm/music/Kaza"">Read more on Last.fm</a>","Bramsito, WeRenoi, Maes, DA Uzi, RSKO"
Luis Silva,95037,12198,"This guy rules and if you listen to it you will too!!! Great for any occasion even a funeral. <a href=""https://www.last.fm/music/Luis+Silva"">Read more on Last.fm</a>","Aries Vigoth, Jorge Guerrero, Gualberto Ibarreto, Serenata Guayanesa, Milena Benites"
Dagny,4113559,263408,"Dagny (born Dagny Norvoll Sandvik on 23 July 1990 in Tromsø, Norway) is a Norwegian pop singer who had success with her debut single ""Backbeat"".

Extensive touring in Norway, Sweden, Denmark and the UK lays the foundation for what is predicted to be a long and successful music career. 

With her crystal voice, ranging from raw and powerful to intimate and soft, Dagny describes her music as an “emotional rollercoaster” with playful peaks and melancholic drops, “just as life itself” she says. <a href=""https://www.last.fm/music/Dagny"">Read more on Last.fm</a>","Astrid S, Skaar, LÉON, Florrie, Sigrid"
yama,4662962,202227,"There are 4 known artist/group named Yama

1) yama is a Japanese singer. She is known for her blue hair, her signature mask and her soft yet powerful voice, yama is also a member of BIN, along with tomato (illustrator) and T (producer).
2) Yama has many meanings. Yama is the god of Death and Illusion in Tibetan vedism, the Japanese word for mountain, Papiamento for shouting and Sanskrit for ban or prohibition. Now we can add a meaning in Dutch as well: the stoner/doom colossus from Tilburg, home of Roadburn. <a href=""https://www.last.fm/music/Yama"">Read more on Last.fm</a>","Afterglow, Valis, Yoshino, Ryokuoushoku Shakai, MAISONdes"
IN-K,67853,9116," <a href=""https://www.last.fm/music/In-k"">Read more on Last.fm</a>","Zyboy忠宇, 大泫, 陈子晴, Space X, KeyKey"
El Rodri,111652,7042," <a href=""https://www.last.fm/music/El+Rodri"">Read more on Last.fm</a>","La Roca Callejera, La Kuppe, The La Planta, SOLARI DJ, Q' Lokura"
Zoe Gotusso,566920,34038,"Aquí hay una posible biografía para Zoe Gotusso cantante argentina:

Zoe Gotusso es una cantante y compositora argentina de música pop indie con fusiones de rock y folk-pop. Nació en Córdoba el 22 de mayo de 1997 y creció en un ambiente musical, ya que su madre tenía una banda. A los 14 años tuvo su primera experiencia musical y decidió dedicarse a la música. Empezó como artista callejera y luego tocó en bares, teatros y festivales. Se hizo conocida como parte del dúo Salvapantallas junto a Santi Celli <a href=""https://www.last.fm/music/Zoe+Gotusso"">Read more on Last.fm</a>","Conociendo Rusia, Salvapantallas, El Zar, El Kuelgue, Gauchito Club"
Nancy Ajram,3021262,154168,"Nancy Ajram (نانسي عجرم) or Nancy Nabil Ajram (Arabic: نانسي نبيل عجرم‎) (born May 16, 1983) is a multi-platinum Lebanese pop folk artist. Considered one of the decade's most important superstars of the Middle East & Arab world, Ajram has sold, by 2007, over 30 million records ranking 3rd best selling female artist in Lebanese history. Ajram has secured a sensational status in the Middle East by releasing seven albums to date <a href=""https://www.last.fm/music/Nancy+Ajram"">Read more on Last.fm</a>","Haifa Wehbe, Elissa, Myriam Fares, Carole Samaha, Yara"
Yuridia,2706114,169561,"Yuridia Francisca Gaxiola Flores (born October 4, 1986, in Hermosillo, Sonora, Mexico) was one of the 5 finalists of the 4th emission of the popular Mexican reality singing show ""La Academia"". Although she was the first runner up, she has clearly been the most successful singer from those who participated in the 4th emission, which is thought by many to be comparable to Clay Aiken's accomplishment in the second season of American Idol.

Only 20, Yuridia has become one of the highest selling artists in Mexico. <a href=""https://www.last.fm/music/Yuridia"">Read more on Last.fm</a>","María José, HA-ASH, Edith Márquez, Alejandra Guzmán, Gloria Trevi"
Adekunle Gold,1370730,101912,"Adekunle Almoruf Kosoko (born 28 January January 1987), known professionally as Adekunle Gold and AG Baby, is a Nigerian Afrobeats singer and songwriter currently signed to Def Jam Recordings. He gained widespread attention after releasing the 2015 hit single ""Sade"", a highlife cover of One Direction's ""Story of My Life"". He signed a record deal with YBNL Nation and released his 2015 debut studio album Gold, which debuted at number 7 on the Billboard World Albums chart. <a href=""https://www.last.fm/music/Adekunle+GOLD"">Read more on Last.fm</a>","Fireboy DML, Joeboy, Olamide, Asake, Omah Lay"
Hassan Shakosh,207195,19167," <a href=""https://www.last.fm/music/Hassan+Shakosh"">Read more on Last.fm</a>","Ahmed Saad, Mahmoud El Esseily, عمر دياب, Bahaa Sultan, Mohamed Ramadan"
Dillistone,400978,77483,"Dillistone, real name Morten Aamodt, is a Danish born producer and songwriter who found his sound in the post-World War II bunker studios and clubs of China. He first gained exposure online through well received remixes, most notably for Dua Lipa, before focusing more on song writing and originals. 

In 2022 Dillistone is embarking on a new artist journey, bringing his melancholic dance from studio to stage. After winning the Danish KarriereKanonen 2022, his song ‘Haunted’ reached #1 of the Danish Shazam Charts and peaked No. <a href=""https://www.last.fm/music/Dillistone"">Read more on Last.fm</a>","Kito, alexxi, Camden Cox, Ilma, PatrickReza"
DANIEL,2704184,214785,"There are several artists using the name Daniel:

1. Kim Daniel (Kim Daniel)  was born on March 18th 1997, and is K-Indie artist, front man of  (wave to earth) (웨이브투어스) and (The Poles) (더폴스). He was born in France, but moved to South Korea when he was young.
Kim debuted with The Poles on September 8th 2017 with their EP 'From The Outset'. He made his solo debut in 2018 with the single 'blue Blue', and went on to release two more singles over the next two years. <a href=""https://www.last.fm/music/Daniel"">Read more on Last.fm</a>","João Paulo & Daniel, Sérgio Reis, Leonardo, Chitãozinho & Xororó, Zezé Di Camargo & Luciano"
Joaquin Guiller,49516,6546," <a href=""https://www.last.fm/music/Joaquin+Guiller"">Read more on Last.fm</a>","Luis Alfonso, YEISON JIMENEZ, Hernan Gómez, Alzate, Jhon Alex Castaño"
Diodato,867951,40268,"Antonio Diodato, known simply as Diodato, is an Italian singer-songwriter. He won the 70th edition of the Sanremo Music Festival with the song ""Fai rumore"" and was scheduled to represent Italy in the Eurovision Song Contest 2020 in Rotterdam, the Netherlands, before it was cancelled by the EBU on 18 March 2020.  <a href=""https://www.last.fm/music/Diodato"">Read more on Last.fm</a>","Francesco Gabbani, Mahmood, Marco Mengoni, Ermal Meta, Irama"
Bruno Major,20502791,816617,"Bruno Major is a British singer-songwriter from Northampton. Bruno Major splices classic singer/songwriter confessionals with sleek modern electronic production, girding the entire enterprise with hints of soul. Based in Camden, London, Major was trained as a classical guitarist and released a live EP -- appropriately called Live EP -- in 2014 but he first received attention in 2016, when he set out to release a new song every month for a full year, a project that would extend into 2017. <a href=""https://www.last.fm/music/Bruno+Major"">Read more on Last.fm</a>","Charlie Burg, Luke Chiang, Jeff Bernat, Micah Edwards, Rini"
Julian Daza,5612,807," <a href=""https://www.last.fm/music/Julian+Daza"">Read more on Last.fm</a>","Alexis Cortés, Ciro Quiñonez, alexis escobar, Luis Alfonso, El Andariego"
Kim Feel,845455,69804,"Kim Feel (김필, born September 27, 1986, Seoul) is a South Korean singer. He was the runner-up of Superstar K6 in 2014.  <a href=""https://www.last.fm/music/Kim+Feel"">Read more on Last.fm</a>","Sondia, Janet Suhh, Ha Hyun Woo, Jung Seung Hwan, Gaho"
Freeze corleone,7732644,74909,"Freeze Corleone, pseudonyme de Issa Lorenzo Diakhaté, né le 6 juin 1992 aux Lilas, en Seine-Saint-Denis, est un rappeur, auteur-compositeur-interprète et producteur français. Il est également le fondateur du collectif 667 (Ligue des Ombres, la Secte ou Mangemort Squad) et du CFR (en trio avec Norsacce et Osirus Jack). Il a vécu une partie de sa vie au Canada et habite à Dakar au Sénégal. 

Freeze Corleone est né dans la ville des Lilas en Seine-Saint-Denis (Île-de-France), d'un père sénégalais et d'une mère italienne. <a href=""https://www.last.fm/music/Freeze+Corleone"">Read more on Last.fm</a>","Osirus Jack, Alpha Wann, Luv Resval, Ziak, Kaaris"
Ryokuoushoku Shakai,2459271,123522,"Ryokuoshoku Shakai (緑黄色社会) is a 4-piece Japanese pop band signed to Here,play pop! Record Label. Their name is often abbreviated as Ryokushaka (リョクシャカ).

Ryokuoshoku Shakai was formed via four friends, three of which were classmates, in Aichi, Japan. They started their activities in 2012. In 2013, they came in second place during the SCHOOL OF LOCK x Sonymusic 10dai Ongaku Festival ""Senkou Riot"".

Members:

Nagaya Haruko (長屋晴子) – Vocal / Guitar <a href=""https://www.last.fm/music/Ryokuoushoku+Shakai"">Read more on Last.fm</a>","Official HIGE DANdism, Yorushika, ZUTOMAYO, Yuuri, Aimyon"
AP Dhillon,5720262,95117,"Amritpal Singh Dhillon (b. [birthdate]January 10, 1993[/birthdate]), known as AP Dhillon, is an Indian singer, rapper, songwriter and record producer associated with Punjabi music who lives in Victoria, Canada. Five of his singles have peaked on the Official Charts Company UK Asian and Punjabi charts, while ""Majhail"" and ""Brown Munde"" have topped Billboard charts.

Dhillon started his career in 2019 with the single ""Fake"" with Shinda Kahlon. He also appeared in the music video of the track ""Faraar"" by Gurinder Gill and Shinda Kahlon <a href=""https://www.last.fm/music/AP+Dhillon"">Read more on Last.fm</a>","Shubh, Diljit Dosanjh, Karan Aujla, Sidhu Moose Wala, Parmish Verma"
Dunia Batma,5495,811," <a href=""https://www.last.fm/music/Dunia+Batma"">Read more on Last.fm</a>","Zina Daoudia, Hind Ziadi, Douaa Lahyaoui, Rym, Mehdi Mozayine"
蒋小呢,214955,18403," <a href=""https://www.last.fm/music/%E8%92%8B%E5%B0%8F%E5%91%A2"">Read more on Last.fm</a>","Ryan.B, 葛东琪, yihuik苡慧, 张紫豪, 大籽"
1PLIKÉ140,1830429,30959," <a href=""https://www.last.fm/music/1PLIK%C3%89140"">Read more on Last.fm</a>","Beendo Z, menace Santana, Niska, Gazo, Kerchak"
梦然,183842,17427," <a href=""https://www.last.fm/music/%E6%A2%A6%E7%84%B6"">Read more on Last.fm</a>","Ren Ran, 大籽, 阿冗, 音阙诗听, 蓝心羽"
What's Up,101753,11001,"Ever since the first Advantage album featured covers of classic Nintendo tunes with the grit and muscle of underground rock, I’ve been hoping they might attempt a record of original compositions in the same vein. Yet for some time now, mirroring the rise of stylized recording techniques, highly melodic contrapuntal works have been out of fashion. There’s a sense in the rock world that, harmonically and melodically at least, everything’s been done; many bands react with musical simplicity alongside textural overload. <a href=""https://www.last.fm/music/What%27s+Up"">Read more on Last.fm</a>","Vescan, Randi, DoDDy, Nicole Cherry, rares"
Vianney,1312357,92293,"Vianney Bureau better known by the mononym Vianney (born in Pau on 13 February 1991) is a French singer songwriter. His debut album Idées blanches was certified gold. Vianney grew up in Paris in a musical family. His father was a singer and guitar player. At 12, he started writing songs. He studied at Notre-Dame-des-Oiseaux College and later three years at Lycée militaire de Saint-Cyr. After his baccalaureate, in 2009 studied at Paris School of <a href=""https://www.last.fm/music/vianney"">Read more on Last.fm</a>",
Dabro,813002,47956,"Dabro is a Russian duo consisting of brothers Ivan Zasidkevich and Mikhail Zasidkevich. They are of Ukrainian origin. 

They are both born and raised in the Donetsk region city of Kurakhove, Ukraine, but left Ukraine in 2015 and moved to the city of Kazan, Tatarstan. Since then they have been releasing music together. They have also composed music to other artists. <a href=""https://www.last.fm/music/dabro"">Read more on Last.fm</a>","T-killah, Олег Кензов, ST, Марсель, StaFFорд63"
Lous and The Yakuza,1882554,113780,"Marie-Pierra Kakoma, better known by the stage name Lous and the Yakuza, born on the 27th May, 1996 in Lubumbashi (Democratic Republic of Congo), is a francophone Belgian-Congolese singer-songwriter, rapper and model. 


She became known after the release of her first single 'Dilemme', in September 2019. This was followed by 'Tout est gore', in December, and 'Solo', in March the next year. Her debut album, Gore, produced by El Guincho, was released on the 16th of October 2020.  <a href=""https://www.last.fm/music/Lous+And+The+Yakuza"">Read more on Last.fm</a>",
DJ Tunez,348266,45814,"Michael Babatunde Adeyinka, also known as DJ Tunez, is a Nigerian-American disc jockey with house, hip hop, R&B, dancehall and Afro beats on his menu. In 2015, DJ Tunez signed to Wizkid's record label Starboy Entertainment. His first production was 2016's 'Iskaba', a ""contagiously upbeat track"" featuring Wande Coal. He has collaborated with other acts such as Wizkid, Sarz, Burna Boy, Busiswa, Reekado Banks, Damibliz, Omah Lay and many more. <a href=""https://www.last.fm/music/DJ+Tunez"">Read more on Last.fm</a>","Wizkid, Starboy, Seyi Vibez, Wande Coal, BNXN"
Vaundy,10672769,360121,"Vaundy  (バウンディ)  is a well-rounded artist whose talent has been globally recognized in his singing, songwriting and producing works. 20 year old artist, currently in university, also designs artworks for his albums and directs music videos.

His genre-defying singles “Tokyo Flash” and “FUKA-KOURYOKU” have brought attention to his work on social media which led to his first ever gig “DAI NINGEN ZENYA” in April 2020, with tickets being sold out in seconds. <a href=""https://www.last.fm/music/Vaundy"">Read more on Last.fm</a>","King Gnu, Official HIGE DANdism, Official髭男dism, Mrs. GREEN APPLE, back number"
Hatik,828320,40399,"Hatik est un rappeur originaire du 78 qui s'est fait connaitre grâce à sa série de freestyles où il se met en scène avec une chaise pliante. Il a sorti sa première mixtape de 17 titres, la bien nommée Chaise pliante, le 30 août 2019. <a href=""https://www.last.fm/music/Hatik"">Read more on Last.fm</a>","Dadju, Jul, Ninho, Lartiste, Soolking"
棉子,106472,11979," <a href=""https://www.last.fm/music/%E6%A3%89%E5%AD%90"">Read more on Last.fm</a>","阿涵, 大泫, 程響, 季彦霖, 小蓝背心"
Sean Kingston,19384066,2225368,"Kisean Jamal Anderson (born February 3, 1990 in Miami, Florida), better known by his stage name Sean Kingston, is a Jamaican-American reggae fusion singer and rapper. He released his debut single, Beautiful Girls, in May 2007 and it managed to rise to number one on the Billboard Hot 100 and stayed there for three weeks. He released his self-titled debut album in June 2007, and then his sophomore studio album, Tomorrow, was released in September of 2009. <a href=""https://www.last.fm/music/Sean+Kingston"">Read more on Last.fm</a>","Iyaz, Flo Rida, Taio Cruz, Jay Sean, Akon"
BLANCO,8143733,284570,"Blanco is the name of more than one artist:
1) UK rapper Joshua Eduardo
2) Italian rapper Riccardo Fabbriconi 
3) US Bay area MC/rapper
4) Aleksander Vinter aka Savant
5) Spanish hip hop
6) Brazilian artist
7) German hip-hop
8) Galician folk artist
9) Swedish trance producer Raul Blanco
10) Belgian
11) Romanian hip‐hop

1) Joshua Eduardo (b. 8 March 1999), professionally known as Blanco, is a British rapper hailing from Kennington, South London. He is widely known as a member of the iconic UK Drill collective Harlem Spartans. <a href=""https://www.last.fm/music/Blanco"">Read more on Last.fm</a>","Knucks, Nemzzz, Rkomi, Samrecks, Sainté"
Brunori Sas,1221206,41420,"Sotto il nome di Brunori Sas si cela Dario Brunori, cantautore calabrese, imprenditore mancato e neo-urlatore italiano. Le sue canzoni sono disadorne e dirette, ora disilluse ora romantiche, ironiche e cremose, il tutto filtrato attraverso una sonorità secca e retrò: quel retrò che è l'immaginario dei ricordi dei 30enni di oggi, ossia i primi anni 90. Già con I Blume, Brunori Sas sviluppa un percorso personale, riallacciandosi alla pura e semplice canzone all’italiana (Da Gaetano a Graziani <a href=""https://www.last.fm/music/Brunori+Sas"">Read more on Last.fm</a>","Samuele Bersani, Mannarino, Calcutta, Daniele Silvestri, Lo Stato Sociale"
Silk Ye,37251,4172," <a href=""https://www.last.fm/music/Silk+Ye"">Read more on Last.fm</a>","蒋雪儿 Snow.J, In-k, 零一九零贰, 七叔(叶泽浩), 旺仔小Q"
Trey Lewis,537646,65237," <a href=""https://www.last.fm/music/Trey+Lewis"">Read more on Last.fm</a>","Drew Green, Dillon Carmichael, Dylan Scott, Cody Johnson, Bailey Zimmerman"
CÉLINE,898045,43712," <a href=""https://www.last.fm/music/+noredirect/C%C3%A9line"">Read more on Last.fm</a>","Nina Chuba, badmómzjay, Hava, Apache 207, SXTN"
Muscadine Bloodline,1488636,75218,"There’s a new force making major waves in country music, Muscadine Bloodline. Proud natives of Mobile Alabama, Gary Stanton and Charlie Muncaster started Muscadine Bloodline in early 2016. From the first time they took stage, Nashville started talking... so now, with two Billboard charting critically acclaimed EP’s under their belt, it’s no surprise the rest of the music world is quickly catching on. The duo’s reputation for high-energy live experiences has resulted in a schedule full of shows spanning from coast to coast. <a href=""https://www.last.fm/music/Muscadine+Bloodline"">Read more on Last.fm</a>","Cody Johnson, Flatland Cavalry, Parker McCollum, Kameron Marlowe, Charles Wesley Godwin"
Luísa Sonza,70060771,481117,"Luísa Gerloff Sonza is a Brazilian singer and songwriter, born and raised in Tuparendi, in the interior of Rio Grande do Sul, she is the daughter of farmer Cezar Luiz Sonza and Physical Education teacher Eliane Gerloff. In February 2016, she attended a semester of law at the Franciscan University, giving up her university studies to invest in her artistic career.

She started her career singing at song festivals and at the age of seven she was hired by the band Sol Maior, performing until she was seventeen years old. <a href=""https://www.last.fm/music/Lu%C3%ADsa+Sonza"">Read more on Last.fm</a>","PEDRO SAMPAIO, POCAH, Anitta, Gloria Groove, Papatinho"
Victor Leksell,3137634,52818,"Victor Leksell (Lars Victor Andreas Leksell), born April 4, 1997 in Torslanda, Gothenburg, Västra Götaland, Sweden, is a Swedish singer known through TV4’s music show Idol. 

In 2020 Leksell became the first artist whose Swedish-language song passed 100 million streams on Spotify. 

Leksell participated in Idol 2017 where he made it to the Top 21 and qualifying week before being voted off.

In 2018, he released “Var du sover’’ and “Tappat’’ (written by William Forsling and Petter Alfredsson) <a href=""https://www.last.fm/music/Victor+Leksell"">Read more on Last.fm</a>","Myra Granberg, Thomas Stenström, Miriam Bryant, Norlie & KKV, Molly Sandén"
程响,149388,11492," <a href=""https://www.last.fm/music/%E7%A8%8B%E5%93%8D"">Read more on Last.fm</a>","毛不易, 尹昔眠, 任然, 闻人听書_, 阿冗"
Prem Dhillon,327417,13551," <a href=""https://www.last.fm/music/Prem+Dhillon"">Read more on Last.fm</a>","Navaan Sandhu, Arjan Dhillon, Sidhu Moose Wala, HARNOOR, Wazir Patar"
Ziak,4550259,51529,"Ziak est un artiste rappeur français, originaire de l'Essonne, qui a commencé à se faire connaître au début de l'année 2020 grâce à divers morceaux clippés. En 2021, il rejoint le label Millenium, avec lequel il sort son premier projet et album intitulé Akimbo, le 12 novembre de la même année, qui finira disque d'or le 12 décembre de la même année.

C'est grâce à l'essor de la musique drill en France que Ziak a attiré l'attention, grâce à son succès ""Raspoutine"", notamment. <a href=""https://www.last.fm/music/Ziak"">Read more on Last.fm</a>","Kerchak, menace Santana, Freeze Corleone, Gazo, 1PLIKÉ140"
程響,81285,7953," <a href=""https://www.last.fm/music/%E7%A8%8B%E9%9F%BF"">Read more on Last.fm</a>","棉子, 阿涵, 小蓝背心, 戴羽彤, 季彦霖"
張遠,19759,2509," <a href=""https://www.last.fm/music/%E5%BC%B5%E9%81%A0"">Read more on Last.fm</a>","張哲瀚, 井朧, 王錚亮, 陸虎, 李紫婷"
Klava Koka,363571,20816,"Klavdiya Vadimovna Vysokova (born July 23, 1996 in Yekaterinburg, Russia), known professionally as Klava Koka or Клава Кока is a Russian pop singer, video blogger, musician and songwriter.

In 2012, Klava appeared on the musical TV project ""Factor A"" and entered the top six of the category of young performers. The star jury were surprised by the rare timbre and bright individuality of the artist. Koka has recorded covers for different performers, after which her songs were more widely distributed among the younger generation. <a href=""https://www.last.fm/music/Klava+Koka"">Read more on Last.fm</a>","Lusia Chebotina, Mohito, Yulianna Karaulova, Anet Sai, Artem Kacher"
LUDMILLA,38796481,428653,"Ludmila Oliveira da Silva, mais conhecida como Ludmilla, é uma cantora e compositora brasileira. Atualmente, Ludmilla é ovacionada pelos críticos por ser uma pessoa culturalmente aberta sendo ""Negra, Bissexual, Pagodeira e Crente"", uma perfeita representação do Brasil em sua pluralidade. Ela começou a cantar a partir dos oito anos de idade em rodas de pagode e iniciou sua carreira musical em 2012, quando passou a se apresentar sob o nome artístico de MC Beyoncé <a href=""https://www.last.fm/music/Ludmilla"">Read more on Last.fm</a>",
Jasleen Royal,1453830,71077,"Jasleen Kaur Royal, known professionally as Jasleen Royal, is an Indian singer, songwriter and composer who sings in Punjabi, Hindi, Gujarati as well as in English.

She won an award for the Best Indie Song at the MTV Video Music Awards India 2013. She received this award for her debut song ""Panchi Ho Jaava"", composed and sung by Jasleen which is based on a poem by late Shiv Kumar Batalvi.

She won an award for the ""Best Indie Artist"" at ""Free The Music"" an initiative by Songdew especially for Indie musicians. <a href=""https://www.last.fm/music/Jasleen+Royal"">Read more on Last.fm</a>","Sachin-Jigar, Pritam, Vishal Mishra, Sachet Tandon, Arijit Singh"
Josh Meloy,1214230,94413,"Josh Meloy is an American country singer-songwriter from Oklahoma. Inspired from the Red Dirt country rock scene of his home state, Meloy released his debut album in 2018. His music is characterized by gritty vocals, reflective lyrics and a minimalist acoustic sound.

Born and raised in Oklahoma, Meloy grew up in a family with deep ties to music but didn’t explore music himself until he began playing guitar in college.

Since launching his musical career in 2018 <a href=""https://www.last.fm/music/Josh+Meloy"">Read more on Last.fm</a>","Wyatt Flores, Colby Acuff, Treaty Oak Revival, J.R. Carroll, Bryan Martin"
Jack Curley,276105,49708," <a href=""https://www.last.fm/music/Jack+Curley"">Read more on Last.fm</a>","Oh The Larceny, The Faim, Somebody's Child, Love Fame Tragedy, The Hunna"
JJ Lin,2517648,96947,"Lin Jun Jie was born in Singapore and graduated from Saint Andrew's Junior College before launching his musical career in Taiwan. He is of Fujian descent. In addition to English, Mandarin and Hokkien, he is also able to speak Cantonese and has released several cover versions of his songs in Cantonese. He came to musical prominence and success in the Greater China region. In Taiwan, he was awarded the ""Best New Artist"" award in the Taiwan Golden Melody Awards. <a href=""https://www.last.fm/music/+noredirect/JJ+Lin"">Read more on Last.fm</a>",
Dehmo,104642,8692," <a href=""https://www.last.fm/music/Dehmo"">Read more on Last.fm</a>","Haristone, Barack Adama, Hache-P, Benash, PSO THUG"
Mozthaza,19288,2776," <a href=""https://www.last.fm/music/Mozthaza"">Read more on Last.fm</a>","La Kuppe, Mak Donal, The La Planta, Fer Palacio, DJ LAUUH"
Parmish Verma,229992,16486," <a href=""https://www.last.fm/music/Parmish+Verma"">Read more on Last.fm</a>","Shubh, Diljit Dosanjh, Karan Aujla, Sidhu Moose Wala, AP Dhillon"
Jelly Roll,4286835,221895,"Jason Bradley DeFord (born December 4, 1984 in Antioch, TN), known professionally by his stage name Jelly Roll (sometimes written as JellyRoll), is an American rapper known for his collaborations with Lil Wyte, Struggle Jennings, Tech N9ne, Merkules, and Ryan Upchurch.

Jason DeFord grew up in Nashville, Tennessee, in the southside community of Antioch.

Jelly Roll's 2010 collaboration ""Pop Another Pill"" with Memphis rapper Lil Wyte reached over 6. <a href=""https://www.last.fm/music/Jelly+Roll"">Read more on Last.fm</a>","Struggle Jennings, Chase Matthew, Yelawolf, Rittz, Shaboozey"
LeeHi,15728112,514292,"Lee Ha Yi (이하이), born September 23, 1996, better known by her stage name Lee Hi, is a South Korean singer managed by AOMG. Known as the ""Survival K-Pop Star"" runner-up of 2011, she was scouted by YG Entertainment. Her debut single ""1,2,3,4"", was released in on October 28, 2012 and reached #1 with the first-week sales of 667,549 downloads, remaining #1 on all the main music charts for 5 consecutive days.

Lee Hi signed to AOMG in july 2020, after leaving YG Entertainment in 2019. <a href=""https://www.last.fm/music/+noredirect/LeeHi"">Read more on Last.fm</a>",
Uriel Henao,14942,1493," <a href=""https://www.last.fm/music/Uriel+Henao"">Read more on Last.fm</a>","Los Rayos, Jimmy Gutierrez, Darío Gómez, Luis Alberto Posada, Los Relicarios"
Bnxn,545227,39776,"Daniel Etiese Benson (born 14 May 1997), known professionally as BNXN (pronounced as Benson) and formerly known as Buju, is a Nigerian Afro-fusion singer, songwriter and record producer.

BNXN was born in Lagos. He hails from Akwa Ibom state, grew up in Gbagada with his family, but relocated to Ogun State. BNXN was introduced to Afropop through Nigerian music artists 2Baba as a child, and credits Burna Boy as his inspiration for becoming a musical artist. <a href=""https://www.last.fm/music/BNXN"">Read more on Last.fm</a>","Seyi Vibez, Young Jonn, Olamide, Wizkid, Odumodublvck"
