Artista,Reproducciones,Oyentes,Biografía,Artistas Similares
MØL,1405509,57032,"MØL is a shoegaze/metal music project based in Århus, Denmark.  The band's name is the Danish word for ""moth"".  They are currently signed to Nuclear Blast Records as of January 2021, and were formerly on UK label Holy Roar Records and part of Prime Collective, DK.

Their first self-titled EP møl, released in 2014, was mixed & mastered by Maximilian Forst of Forester Recording Studio, who has formerly worked with such bands as Heretoir and  Thränenkind.  <a href=""https://www.last.fm/music/m%C3%B8l"">Read more on Last.fm</a>",
Memphis May Fire,17220267,456150,"Memphis May Fire is a metalcore band with southern rock influences (previously post-hardcore) currently based in Dallas, Texas. The band formed in December 2006, but it was not until February 2007 that the group decided on the name Memphis May Fire having previously gone by ""O Captain, My Captain!"". Since its formation, the band has released two EPs and six full-length albums, the latest being Remade in Misery which was released in 2022.

In early 2007, the band recorded and self-released an EP, and began creating a local following. <a href=""https://www.last.fm/music/Memphis+May+Fire"">Read more on Last.fm</a>","Wage War, We Came as Romans, Of Mice & Men, Palisades, Fit For A King"
Visions of Atlantis,4886695,205770,"Visions of Atlantis is an Austrian symphonic power metal band that formed in Styria, Austria in 2000. The band currently consists of Michele ""Meek"" Guaitoli (male vocals), Herbert Glos (bass), Christian Douscha (guitars), Thomas Caser (drums), and Clémentine Delauney (female vocals)

The original line-up consisted of Nicole Bogner (female vocals), Christian Stani (male vocals), Werner Fiedler (guitars), Mike Koren (bass), Chris Kamper (keyboards), and Thomas Caser (drums). <a href=""https://www.last.fm/music/Visions+of+Atlantis"">Read more on Last.fm</a>","Xandria, Delain, Beyond the Black, Ad Infinitum, Exit Eden"
P.O.D.,35147603,1638459,"Payable on Death (abbreviated as P.O.D.) is an American nu metal band from San Diego, California, formed in 1992. The band's line-up consists of vocalist Sonny Sandoval, drummer Wuv Bernardo, guitarist Marcos Curiel, and bassist Traa Daniels. They have released six major label studio albums along with two independent albums and have sold over 12 million records worldwide. Over the course of their career, the band have also received three Grammy Award nominations, contributed to numerous motion picture soundtracks and toured internationally. <a href=""https://www.last.fm/music/P.O.D."">Read more on Last.fm</a>","Papa Roach, Ill Niño, Nonpoint, Project 86, Limp Bizkit"
Brant Bjork,5243674,254882,"Brant Bjork (born March 19, 1973) is an American musician, singer, songwriter, multi-instrumentalist, and producer from Palm Desert, California. He is perhaps best known as the drummer and founder of the influential Californian stoner rock band Kyuss. Bjork played in Vista Chino, along with former Kyuss vocalist John Garcia. Until October 2014 when Nick Oliveri announced that there was a falling out and that Bjork and Garcia would continue working on their solo projects. <a href=""https://www.last.fm/music/Brant+Bjork"">Read more on Last.fm</a>","Hermano, Stöner, John Garcia, Fu Manchu, Dozer"
Hardcore Superstar,7456163,182724,"Hardcore Superstar is a hard rock band from Gothenburg, Sweden with heavy sleaze influences. The band was formed in 1997 and have released seven albums to date. Besides a short break, Hardcore Superstar have continuously toured and recorded since their formation.

Hardcore Superstar formed in autumn 1997 in Gothenburg and signed to Gain soon afterwards. Their debut album was recorded and released in Sweden. The album attracted the attention of English label Music for Nations and a new worldwide contract was drawn up. <a href=""https://www.last.fm/music/Hardcore+Superstar"">Read more on Last.fm</a>","Reckless Love, Sister, Crazy Lixx, Vains of Jenna, Backyard Babies"
Seether,60242092,2085766,"Seether is a rock band founded in May 1999 in Pretoria, Gauteng, South Africa. The band originally performed under the name Saron Gas until 2002, when they moved to the United States and changed it to Seether to avoid confusion with the deadly chemical known as sarin gas.

Seether gained mainstream popularity in 2002 with their US Active Rock number one single ""Fine Again"", and their success was sustained in 2004 with the single ""Broken"", which peaked at number 20 on the Billboard Hot 100. <a href=""https://www.last.fm/music/Seether"">Read more on Last.fm</a>","Staind, Shinedown, 10 Years, Breaking Benjamin, Three Days Grace"
Leaves' Eyes,11624070,347445,"Leaves' Eyes is a symphonic metal band from Germany and Norway. Formed in 2003 by Liv Kristine, formerly the lead singer of Theatre of Tragedy, along with the entire line-up of Atrocity, the band has since released nine studio albums, a single, six EPs, one live album, and a DVD.

Most of Leaves' Eyes' lyrics, written by Liv Kristine until her departure in 2016, focus on Norse mythology and the Viking Age. The melodic vocals of Liv Kristine and her successor <a href=""https://www.last.fm/music/Leaves%27+Eyes"">Read more on Last.fm</a>","Xandria, Sirenia, Delain, After Forever, Tarja"
Pride & Glory,1202356,81049,"Pride & Glory was a side project for former Ozzy Osbourne guitarist Zakk Wylde. This was Zakk's first self-fronted project, after which he released the largely acoustic solo-album Book of Shadows in 1996. After that he formed Black Label Society in 1998, which remains his current band.

Coming together in 1991, during the No More Tours supposed-retirement tour for Ozzy's No More Tears, the band was originally named Lynyrd Skynhead and included the <a href=""https://www.last.fm/music/Pride+&+Glory"">Read more on Last.fm</a>","Black Label Society, Zakk Wylde, Warrior Soul, Texas Hippie Coalition, Five Horse Johnson"
Bonfire,1793150,110966,"Bonfire (originally Cacumen) is a German hard rock band, founded in Ingolstadt, Germany in 1972.

Cacumen (1972-1986)

In 1972 in the West German town of Ingolstadt a teenage guitarist, Hans Ziller, put together a rock band called Cacumen with his brother Karl, who also played guitar, and gathered a group of friends to complete the band. The name of the group was from a school test Hans had taken; it translates from Latin to mean ""the top of a mountain"". <a href=""https://www.last.fm/music/Bonfire"">Read more on Last.fm</a>","Shakra, Axel Rudi Pell, Gotthard, H.E.A.T, Jaded Heart"
Soundgarden,78314440,2759297,"Soundgarden was an American rock band formed in Seattle, Washington, in 1984 by singer and rhythm guitarist Chris Cornell, lead guitarist Kim Thayil (both of whom are the only members to appear in every incarnation of the band), and bassist Hiro Yamamoto. Matt Cameron became the band's full-time drummer in 1986, while bassist Ben Shepherd became a permanent replacement for Yamamoto in 1990. The band dissolved in 1997 and re-formed in 2010. Following Cornell's death in 2017 and a year of uncertainty of the band's future <a href=""https://www.last.fm/music/Soundgarden"">Read more on Last.fm</a>","Temple of the Dog, Alice in Chains, Stone Temple Pilots, Chris Cornell, Audioslave"
Power Trip,4488606,148913,"There is more than one artist with this name:

1) RIP Riley Gale. Formed in early 2008, POWER TRIP is a thrash metal band from Dallas, Texas in the vein of late 80's thrash metal. For fans of Exodus, Vio-Lence, later Cro-Mags, and Prong. Lockin' Out Records. http://www.facebook.com/powertriptx.  Their debut record Manifest Decimation was released on June 11, 2013 via Southern Lord Records. It was recorded in Hell by Satan himself, along with their sophomore album, Nightmare Logic, which was released February 24, 2017. <a href=""https://www.last.fm/music/Power+Trip"">Read more on Last.fm</a>","Fugitive, Enforced, Lowest Creature, High Command, Municipal Waste"
Nickelback,112638696,3707804,"Nickelback is a rock band which formed in Hanna, Alberta, Canada in 1995. Nickelback is one of the most commercially successful Canadian groups, having sold 50 million records worldwide. Nickelback ranks as the 7th best selling music act of the 2000s and the 2nd best selling foreign act in the US behind The Beatles for the 2000s.

The band consists of Chad Kroeger (vocals, guitar), Ryan Peake (guitar, vocals), Mike Kroeger (bass) and Daniel Adair (drums). <a href=""https://www.last.fm/music/Nickelback"">Read more on Last.fm</a>","Theory of a Deadman, Hinder, 3 Doors Down, Daughtry, Shinedown"
Dio,35102611,1297958,"There are multiple artists with the name Dio.
1. Dio was an American heavy metal band formed in 1982 and led by vocalist Ronnie James Dio.
2. Dio is a Dutch hip hop artist.

1. Dio was an American heavy metal band formed in 1982 and led by vocalist Ronnie James Dio. Dio left Black Sabbath with intentions to form a new band with fellow former Black Sabbath drummer Vinny Appice. The name Dio was chosen because it made sense from a commercial standpoint, as the name was already well known at that time. <a href=""https://www.last.fm/music/Dio"">Read more on Last.fm</a>","Heaven & Hell, Rainbow, Elf, Black Sabbath, Judas Priest"
Lunatic Soul,5713861,165915,"Lunatic Soul is the solo project of Mariusz Duda, vocalist and bassist of Polish progressive rock band Riverside. The eponymous first (black) album was released on October 13, 2008. For the album, he enlisted the help of several friends from different bands such as Quidam, Indukti, and Riverside. In stark contrast to his main outfit, Lunatic Soul contains no electric guitars at all and can be best described as a mix of ambient and progressive elements - Duda himself calls the sound ""oriental-alternative"". <a href=""https://www.last.fm/music/Lunatic+Soul"">Read more on Last.fm</a>","Riverside, The Pineapple Thief, Mariusz Duda, Nosound, Gazpacho"
Rise Against,173475719,2567872,"Rise Against is an American punk rock band from Chicago, formed in 1999. The group's current line-up comprises vocalist/rhythm guitarist Tim McIlrath, lead guitarist Zach Blair, bassist Joe Principe and drummer Brandon Barnes. Rooted in hardcore punk and melodic hardcore, Rise Against's music emphasizes melody, catchy hooks, an aggressive sound and playstyle, and rapid tempos. Lyrically, the band is known for their outspoken social commentary, covering a wide range of topics such as political injustice <a href=""https://www.last.fm/music/Rise+Against"">Read more on Last.fm</a>","Billy Talent, Sum 41, Anti-Flag, Pennywise, Zebrahead"
SKYND,1331564,50465,"SKYND’s music is based around real-life darkness, often tied to serial killers and murder. The latest dark chapter of humanity to be serialised by Netflix is the case of Elisa Lam, the Canadian tourist who wound up at the Cecil Hotel in Los Angeles on her trek across California, where she tragically met her untimely end. The case took the internet by storm in 2013 after the release of the infamous ​‘elevator video’, and interest has piqued again following the premiere of The Vanishing At The Cecil Hotel earlier this month. <a href=""https://www.last.fm/music/SKYND"">Read more on Last.fm</a>","Skold, Ludovico Technique, Swarm, 3TEETH, Blue Stahli"
Phil Campbell and the Bastard Sons,262995,24827,"Phil Campbell and the Bastard Sons is a Welsh musical group established in 2016 by longtime Motörhead guitarist Phil Campbell, following the 2015 death of Motörhead frontman Lemmy.

Debut EP:  Phil Campbell and the Bastard Sons   (2016)
In November 2016, his new project Phil Campbell and the Bastard Sons released their first recording, a self-titled EP.[5] The band has subsequently performed in supporting slots with Hawkwind, Guns & Roses, Saxon and Airbourne. <a href=""https://www.last.fm/music/Phil+Campbell+and+the+Bastard+Sons"">Read more on Last.fm</a>","Black Star Riders, The Dust Coda, Smith/Kotzen, Danko Jones, Vandenberg"
