Artista,Reproducciones,Oyentes,Biografía,Artistas_Similares
Wael Jassar,298257,22789,"Wael Jassar (Arabic: وائل جسار) has been called the Miracle Child ever since he was a youngster. When he was only 8 years old, he appeared on TV and sang Yallee Ta'ebney Seneen Feh Hawak. The young singer was able to capture everyone's attention with his soft and soothing voice. But this was only the beginning; from then on more and more fame kept coming Wael's way. Now, that the young star knew exactly what he wanted and how to achieve it, he was off to establish himself as a talented singer. <a href=""https://www.last.fm/music/Wael+Jassar"">Read more on Last.fm</a>","Tamer Ashour, Ramy Sabry, Fadl Shaker, Mohamed Hamaki, عمر دياب"
Yade Lauren,882603,27899,"Yade Lauren is a Dutch singer and rapper. She began her music career by posting music covers on YouTube. After one of her songs went viral, she was approached by Yellow Claw in 2016. Together they released “Invitation” and “Love & War”, of which the latter became Yade her first Top 40-entry.

Mulitple collaborations and stand-alone releases followed. In 2019, she duetted with Snelle on “Ze Kent Mij”, which became another Top 40-hit. In 2020, she released her debut album Reflecties. <a href=""https://www.last.fm/music/Yade+Lauren"">Read more on Last.fm</a>","Bilal Wahib, Roxy Rosa, Sigourney K, Idaly, Yssi SB"
Bolaget,1582995,33230,"Bolaget (transl. ""The Company/Corporation"") is a Swedish music group from Falun, which was formed in 2019. The group consists of Adam Bergestål, Gustav Jörgensen, Oliver Norqvist and William Ahlborg.

The group's song ""Kan inte gå"" became Sweden's most streamed song in 2022 and has sold four times platinum. In 2023, their song ""Ikväll igen"" also managed to become the year's most streamed song in Sweden, while ""Kan inte gå"" also managed to grab second place in 2023. At the 2024 Grammis Award, ""Ikväll igen"" was named Song of the Year. <a href=""https://www.last.fm/music/bolaget"">Read more on Last.fm</a>",
Blizzy,205029,12586," <a href=""https://www.last.fm/music/Blizzy"">Read more on Last.fm</a>","Aden x Asme, Asme, Sarettii, ROBBZ X BROOKZ, Dree Low"
Otile Brown,41471,3598," <a href=""https://www.last.fm/music/Otile+Brown"">Read more on Last.fm</a>","Nadia Mukami, Nviiri The Storyteller, Jux, Khaligraph Jones, Nikita Kering'"
wvltz,1978,326," <a href=""https://www.last.fm/music/wvltz"">Read more on Last.fm</a>",
Los Enanitos Verdes,5566665,258896,"The band started in 1984, with Marciano Cantero (bass guitar, keyboards and vocals), Felipe Staiti (guitar) and Daniel Piccolo drums. That same year, they performed throughout the Cuyo region. Later they traveled to Buenos Aires to record a demo, with unusable results that were never released. In spite of this failure, they continued doing shows in Mendoza and in Buenos Aires.

In 1984 the band added two new members: Sergio Embroni (guitar and vocals) and Tito Dávila (keyboard). <a href=""https://www.last.fm/music/+noredirect/Los+Enanitos+Verdes"">Read more on Last.fm</a>",
Matthias Reim,1330164,115478,"Matthias Reim (born on 26 November 1957 in Korbach, Hesse) is a German pop/rock singer-songwriter. Performing an often dramatic, emotional form of 'schlager' music, his first single, titled ""Verdammt, ich lieb’ Dich"" (English: ""Damn, I love you""), came out in 1990. The internationally famous single sold over 2.5 million copies and was at top of the charts in Germany for 16 weeks. No single had kept that position for so long since 1971, with Reim sharing this distinction with Boney M.  <a href=""https://www.last.fm/music/Matthias+Reim"">Read more on Last.fm</a>","Wolfgang Petry, Kerstin Ott, Nino de Angelo, Anna-Maria Zimmermann, Howard Carpendale"
Yalın,2198739,105303,"Born Hüseyin Yalın in 1980, Yalın wrote his first songs during his high school years and dvelved further into music when he got into college to study economics. It was then that he recorded his first demo CD. Yalın’s introduction to music goes back to his childhood when he listened to his father playing Gipsy Kings songs to him using his guitar. Since then Yalın’s interest in music grew more and more each day and contributed to him becoming one of the most popular singer/song writers of Turkey. <a href=""https://www.last.fm/music/+noredirect/Yal%C4%B1n"">Read more on Last.fm</a>","KÖFN, Kenan Doğulu, Murat Dalkılıç, Yaşar, Sezen Aksu"
Ved Sharma,92455,13449," <a href=""https://www.last.fm/music/Ved+Sharma"">Read more on Last.fm</a>","Yash Narvekar, Akull, Salman Khan, Abhijeet Srivastava, LIJO GEORGE"
FAVE,300131,32717,"Fave is a Texas-based musician / songwriter / producer / vocalist. He is also the creator and host of the Friday Favecast  (www.fridayfavecast.com) - a weekly music podcast dedicated to soul, progressive hip hop, fitness and social commentary. 

Fave started playing the piano at 18 while attending Ball State University. Two years later, he became the musical director of his university gospel choir and spent most of the mid to late-90s writing gospel songs and playing piano in local churches. <a href=""https://www.last.fm/music/Fave"">Read more on Last.fm</a>","Omah Lay, Victony, Gyakie, Olamide, Pheelz"
Đen,531606,19123,"Nguyễn Đức Cường (born on May 13, 1989), commonly known by the stage name Đen Vâu or Đen, is a Vietnamese male rapper and musician. Đen Vâu has won the Dedication Award and is ""one of the few successful artists from the underground and indie music scene"" in Vietnam. He owns songs that have garnered millions of views on YouTube and has received several music awards.

Nguyễn Đức Cường was born in 1989 in Đồng Nai province, Vietnam. <a href=""https://www.last.fm/music/%C4%90en"">Read more on Last.fm</a>","Da Lab, Vũ., Phan Mạnh Quỳnh, CHILLIES, Sơn Tùng M-TP"
passmurny,151625,11810," <a href=""https://www.last.fm/music/passmurny"">Read more on Last.fm</a>","Сироткин, Тося Чайкина, VLNY, Zoloto, Егор Сесарев"
Maria Mena,13015116,654312,"Maria Viktoria Mena (born February 19, 1986) is a Norwegian singer-songwriter.

Mena was thirteen years old she moved to live with her musician father. She sang and wrote lyrics as a form of therapy for her feelings and frustrations. Not all the stories in her diary became songs, but ""My Lullaby"" was one of them, expressing her pain from her parents' divorce. After pleading with her father to make a demo, he contacted some industry experts to record Maria's songs in the studio. <a href=""https://www.last.fm/music/Maria+Mena"">Read more on Last.fm</a>","Christel Alsos, Marit Larsen, Sophie Zelmani, Kari Bremnes, Ane Brun"
Papi Hans,163468,5162,"Няма да преувеличим, ако кажем, че Папи Ханс няма аналог на нашите географски ширини. Навярно и отвъд тях. Още с първата си песен - ""Кекс"", Папи се гравира в музикалната история на България като един от най-лудите, атрактивни и креативни изпълнители. Не след дълго <a href=""https://www.last.fm/music/Papi+Hans"">Read more on Last.fm</a>","Sofi Marinova, SkandaU, ToTo H, Atanas Kolev, Billy Hlapeto"
Emilia,11356624,376999,"There are at least five artists that are professionally known as ""Emilia:""

1. Hanna Emilia Rydberg, a pop singer from Sweden
2. Emilia Valeva (Емилия Вълева), a pop-folk singer from Bulgaria
3. Emilia was the stagename of a finnish pop singer in the 80's.
4. Emilia is the name of a fictional Macross 7 singer, featured in a Japanese anime in the 1990s.
5. Emilia Mernes, a urban-pop singer from Argentina.

1. Emilia (Hanna Emilia Rydberg) is a Swedish pop singer. She was born on January 5, 1978 in <a href=""https://www.last.fm/music/Emilia"">Read more on Last.fm</a>","Maria Becerra, Tini, Lali, Nicki Nicole, Belén Aguilera"
Анна Трінчер,26530,2244," <a href=""https://www.last.fm/music/%D0%90%D0%BD%D0%BD%D0%B0+%D0%A2%D1%80%D1%96%D0%BD%D1%87%D0%B5%D1%80"">Read more on Last.fm</a>","skylerr, Настя Балог, nichka, Artem Pivovarov, Kristonko"
Tatiana Bulanova,89849,12153,"This is Татьяна Буланова. <a href=""https://www.last.fm/music/Tatiana+Bulanova"">Read more on Last.fm</a>","Kombinaciya, Andrey Gubin, Irina Saltykova, Janna Friske, Car-man"
Greekazo,800681,22631," <a href=""https://www.last.fm/music/Greekazo"">Read more on Last.fm</a>","1.Cuz, z.e, ADAAM, Dree Low, Aden x Asme"
Ahmed Khaled,4016,683," <a href=""https://www.last.fm/music/Ahmed+Khaled"">Read more on Last.fm</a>","Ahmed Kamel, Ahmed Gamal, Moustafa Hagag, Karim Mohsen, Mohamed El Sharnouby"
Dessita,110371,3189,"Десислава Димова още известна като Dessita е първото откритие на Галин като той забелязва нейно видео в youtube в което тя пее. Тогава тя е само на 16 години. Десита е родена на 13 април 2001година в Бургас. Младата надежда на поп-фолка е и първият артист на музикалния му лейбъл Alpha Music. <a href=""https://www.last.fm/music/Dessita"">Read more on Last.fm</a>","Galin, Cvetelina Qneva, DONIKA, Emanuela, DJ Damyan"
Alexander Oscar,283950,46771," <a href=""https://www.last.fm/music/Alexander+Oscar"">Read more on Last.fm</a>","Rasmus Seebach, Christopher, Astrid S, Medina, Drew Sycamore"
Скрябін,2771233,58098,"Skryabin (Ukrainian: Скрябін, also transliterated as Scriabin or Skriabin) is a Ukrainian rock, pop band formed in 1989 in Novoyavorivsk, Ukraine. Prominent Ukrainian musician Andriy ""Kuzma"" Kuzmenko (Ukrainian: Андрій Кузьменко) was the band's lead singer until he died in 2015.

During its existence, Skryabin has gone from synthpop to rock and pop music. As it progressed, the band's style has been divided into ""classic Skryabin"" and ""new Skryabin"". This transition took place between 2000 and 2003. <a href=""https://www.last.fm/music/+noredirect/%D0%A1%D0%BA%D1%80%D1%8F%D0%B1%D1%96%D0%BD"">Read more on Last.fm</a>","Океан Ельзи, Друга Ріка, Жадан і собаки, Тнмк, Тартак"
Nadin Amizah,1787919,49821,"Nadin Amizah (born in Bandung, May 28, 2000) is an Indonesian  singer and songwriter. Before starting her singing career, Nadin debuted on one of private TV station programs ""Social Media Sensation"" in 2016.

Nadin began to be known to the public when she collaborated with Dipha Barus as session singers and vocalist in the song All Good in 2017. Nadin and Dipha also appeared introducing the song for the first time in the Djakarta Warehouse Project.  <a href=""https://www.last.fm/music/Nadin+Amizah"">Read more on Last.fm</a>","Sal Priadi, Bernadya, Fourtwnty, Payung Teduh, Nosstress"
Zynakal,32259,2817," <a href=""https://www.last.fm/music/Zynakal"">Read more on Last.fm</a>","YonnyBoii, K-Clique, Luqman Podolski, Naim Daniel, MeerFly"
Jaura Phagwara,40957,5033," <a href=""https://www.last.fm/music/Jaura+Phagwara"">Read more on Last.fm</a>","Varinder Brar, Laddi Chahal, Tyson Sidhu, BIR, Irshad Khan"
Juicy Luicy,1329875,29111,"Juicy Lucicy is an Indonesian music group formed in 2010 . This music group consists of 5 members, namely Julian Emperor (vocals), Denis Ligia (guitar), Zamzam YM (Saxsophone), Dwi Nugroho (Drums), and Bina Bagja (Bass). The genre of this music is pop .

His first song was ""Aku Cinta Dia Yang Cinta Pacarnya"", released in 2016. <a href=""https://www.last.fm/music/+noredirect/Juicy+Luicy"">Read more on Last.fm</a>",
Камелия,164114,8833,"Камелия (EN: Kamelia) is a popular bulgarian pop-folk singer.
www.kamelia-online.com
Камелия е родена на 10 януари 1971 година в град Чипровци, в семейството на Йорданка и Владимир Вескови. 
Нейният музикален дебют е на 11 години като солист на училищния хор, с който тя изпълнява руска песен.  <a href=""https://www.last.fm/music/+noredirect/%D0%9A%D0%B0%D0%BC%D0%B5%D0%BB%D0%B8%D1%8F"">Read more on Last.fm</a>","Анелия, Деси Слава, Ивана, Преслава, Емилия"
Mario Biondi,793863,67649,"Mario Biondi is an Italian singer. Born in Catania, son of a popular song singer, still young sings in various small choruses. Years after he follows Califano, Di Capri, Bongusto, Fiorello and others in their tours. After a long series of participations with Italian and international artists and a small production of disco music, during 2006 he hits the success with the Schema Records album ""Handful of Soul"". His deep and warm voice recalls the great interpreters Soul and Rhythm and Blues music. <a href=""https://www.last.fm/music/Mario+Biondi"">Read more on Last.fm</a>","Papik, Mario Biondi And The High Five Quintet, Al Jarreau, Matteo Brancaleoni, Jeff Cascaro"
Galin,386807,7327,"Galin Petrov Gochev (Bulgarian: Галин Петров Гочев), better known as Galin (Bulgarian: Галин); (born March 12, 1991, Dobrich, Bulgaria) - Bulgarian singer in the style of pop-folk.
Galin Petrov Gochev was born on March 12, 1991 in the city of Dobrich. He grew up in a family of musicians and those who were associated with art. He is a graduate of the music school in Dobrich, who graduated with a degree in percussion and pop vocals. <a href=""https://www.last.fm/music/Galin"">Read more on Last.fm</a>","Dessita, Emanuela, DONIKA, Djordan, DENIS TEOFIKOV"
Koe Wetzel,3718605,108077,"Surrounded by flames, amps cranked all the way up, and no fucks given, Koe Wetzel leaves a trail of sold-out venues, screaming fans, and empty booze bottles in his wake wherever he goes. Proudly hailing from northeast Texas, he has quietly asserted himself as the ultimate country rockstar, bulldozing the boundaries between Nashville songcraft, rowdy Texas spirit, and rain-swept Seattle hard rock. After moving 1 million units under the radar and popping off as one of the hottest live performers in the game <a href=""https://www.last.fm/music/Koe+Wetzel"">Read more on Last.fm</a>","Giovannie and the Hired Guns, Whiskey Myers, Ole 60, Warren Zeiders, Corey Kent"
Rayvanny,165382,18988,"Raymond Shaban (born 22 August 1993), better known by his stage name Rayvanny, is a Tanzanian musician, songwriter and recording artist who was signed under WCB Wasafi record label until July 2022. He was born and raised in Nzovwe ward of Mbeya city, located in Mbeya Region. He is the most successful bongo flava musician in Tanzania from Mbeya region. He is the founder and CEO of Next Level Music.

In 2011, when Rayvanny was still in high school, he realized his passion for music. <a href=""https://www.last.fm/music/Rayvanny"">Read more on Last.fm</a>","Diamond Platnumz, Alikiba, Zuchu, Mbosso, Jux"
DI-RECT,2116461,116072,"There are 2 artists with the name Di-rect:

1) Di-rect is a Dutch alternative rock band formed in October 1999 in The Hague, The Netherlands. The band consists of singer Marcel Veenendaal, guitarist Frans van Zoest, drummer Jamie Westland, pianist Vince van Reeken and bassplayer Bas van Wageningen.


The band started in 1999 when 15 year old Jamie Westland (drums) asked his father Dick to help him set up a band. Three other teenagers joined him which are Tim Akkerman (vocals) <a href=""https://www.last.fm/music/Di-rect"">Read more on Last.fm</a>","Son Mieux, Krezip, Chef'Special, Racoon, BLØF"
Klava Bravo,51982,3454," <a href=""https://www.last.fm/music/klava+bravo"">Read more on Last.fm</a>","GOKILLA, Шумм, SQWOZ BAB, Bumble Beezy, Knownaim"
Karan Randhawa,36439,4373," <a href=""https://www.last.fm/music/Karan+Randhawa"">Read more on Last.fm</a>","Khan Bhaini, Jordan Sandhu, Jassie Gill, Jassa Dhillon, Prabh Gill"
İkilem,251529,16877," <a href=""https://www.last.fm/music/%C4%B0kilem"">Read more on Last.fm</a>","İkiye On Kala, kaan boşnak, Gökhan Türkmen, Evdeki Saat, Melike Şahin"
KESI,2810026,34484,"KESI er en rapper fra Nørrebro i København med rødder i Zanzibar. Kesi startede sin musikalske karriere i 2010, da han som 17-årig lagde sine første sange på videotjenesten YouTube. Her opnåede han sammen med resten af rap-kollektivet B.O.C. på kort tid meget opmærksomhed som reaktion på sange som “Byen Sover” og “Fissehul” (med Gilli). Opmærksomheden betød, at Kesi i 2011 droppede ud af handelsgymnasiet Niels Brock efter at have skrevet kontrakt med pladeselskabet Universal. <a href=""https://www.last.fm/music/Kesi"">Read more on Last.fm</a>",
Reggaeon,10452,1137,"Reggaeon (https://reggaeon.bandcamp.com/) is a Georgian reggae band and is the first and only Reggae group in Caucasus. Founded in 2008 with initiative of vocalist Lasha Nozadze, who was able to unite musicians from different groups. Previously band members had collaborations with different Georgian bands like Alubali and Cece. 

Band members:
Vocals - Lasha Nozadze, Giga Jgarkava
Keyboards - Soso Kapanadze
Bass Guitar - Levan Rusia
Solo Guitar - Mikheil Iashagashvili <a href=""https://www.last.fm/music/reggaeon"">Read more on Last.fm</a>","Erekle Deisadze, ნატო გელაშვილი, Irakli Charkviani, ქართული ხმები, Eko and Vinda Folio"
Sezen Aksu,8310544,196096,"Sezen Aksu (b. 1954) is a pop music singer and songwriter, popular both with a mass audience in Turkey, and with world music fans internationally.

Born Fatma Sezen Yıldırım on the 13 July 1954 in Sarayköy/Denizli, Turkey, she began to study at the local agricultural institute, but gave up her studies to concentrate on music full time. She released her first single, ""Haydi Şansım/Gel Bana"" (Come on My Luck/Come to Me) in 1975. However, she remained undiscovered until her 1976 single ""Olmaz Olsun"" reached number one in the Turkish charts. <a href=""https://www.last.fm/music/Sezen+Aksu"">Read more on Last.fm</a>","Sertab Erener, Ajda Pekkan, Aşkın Nur Yengi, Nilüfer, Göksel"
Ece Mumay,124179,10665," <a href=""https://www.last.fm/music/Ece+Mumay"">Read more on Last.fm</a>","Irmak Arıcı, Hande Ünsal, Bilal Sonses, Emrah Karaduman, İdo Tatlıses"
Bahh Tee,741010,43515," <a href=""https://www.last.fm/music/Bahh+Tee"">Read more on Last.fm</a>","T1ONE, Мичелз, StaFFорд63, Зомб, ST"
Tino Martin,494565,22413," <a href=""https://www.last.fm/music/Tino+Martin"">Read more on Last.fm</a>","wesly bronkhorst, Jeffrey Heesen, Robert van Hemert, Henk Dissel, André Hazes Jr."
Hasibe,62131,5805," <a href=""https://www.last.fm/music/Hasibe"">Read more on Last.fm</a>","Bilal Sonses, Sura İskenderli, Tuğçe Kandemir, Banu Parlak, Ece Mumay"
Tomer Yosef,189723,11296,"Tomer Yosef was born and raised in Kfar Saba, Israel. He began his career as a stand-up comedian in the early nineties, appearing on TV and radio as well as acting in a few Israeli feature films. 

Tomer moved to New York City in 1998 worked with Itamar Ziegler in Zion Train. Two years later, he got together with Tamir Muskat to produce his first album, Say Something. 

He has worked as an electronic artist, and written, composed, and produced with Tamir Muskat. <a href=""https://www.last.fm/music/Tomer+Yosef"">Read more on Last.fm</a>","zikney tzfat, Danny Sanderson, Elai Botner, Alon Eder, Shai Tsabari"
Suspekt,1505928,39823,"There are three artists with this name
1. A danish hip-hop group
2. A Canadian electronic music producer
3. A British hardcore rap crew.

1. SUSPEKT is a danish hip hop / rap group which was made in the 90's. The group originates from the mid 90's, where hip-hop received a great deal of attention in Denmark.
  
At first there were three members: Rune, Andreas and Emil - also known as Rune Rask, Bai-D and Orgi-E, respectively. Over the years the three members were writing a lot of lyrics <a href=""https://www.last.fm/music/Suspekt"">Read more on Last.fm</a>","L.O.C., Gilli, Tobias Rahim, Nik & Jay, The Minds of 99"
Los Secretos,1216013,115523,"Los Secretos is a Spanish group founded in Madrid in the 1980's. Their music was like a breath of fresh air with daily life lyrics. They originally named themselves  ""Tos"", with Urquijos Brothers and Canito. Their breakout album was named like the group, then came ""Todo sigue igual"", ""Algo mas"", etc. The group had a very big handicap with the death of Enrique Urquijo, founder member of the group. Since then Alvaro Urquijo took the responsibility. <a href=""https://www.last.fm/music/Los+Secretos"">Read more on Last.fm</a>","La Guardia, Radio Futura, Nacha Pop, Los Ronaldos, Gabinete Caligari"
The Strokes,359471691,4942918,"The Strokes are an alternative rock band, known for their distinctive sound and cultural impact, particularly in the early 2000s.

Members
Julian Casablancas (vocals), Nick Valensi (guitar), Albert Hammond Jr. (guitar), Nikolai Fraiture (bass), and Fabrizio Moretti (drums)

Formation
The founding process of The Strokes was a serendipitous convergence of childhood connections and a shared musical vision. Julian Casablancas, Fabrizio Moretti, and Nick Valensi, childhood friends with varying musical experiences, came together in the late '90s. <a href=""https://www.last.fm/music/The+Strokes"">Read more on Last.fm</a>","The Voidz, Julian Casablancas, Albert Hammond, Jr., Arctic Monkeys, Alex Turner"
La Oreja de Van Gogh,14924418,546899,"La Oreja de Van Gogh (English: Van Gogh's Ear) is a Spanish band. The name of the band references the Dutch painter Vincent Van Gogh who allegedly cut off his own ear. It was formed in Spain in 1996, when guitarist Pablo Benegas, bassist Álvaro Fuentes, keyboardist Xabi San Martín and drummer Haritz Garde met at university.

San Martin was the vocalist until Amaia Montero joined the band by request from Benegas, just after he met her at a dinner party. <a href=""https://www.last.fm/music/La+Oreja+de+Van+Gogh"">Read more on Last.fm</a>","Amaia Montero, Amaral, La Quinta Estación, Nena Daconte, El Canto del Loco"
Maldita Nerea,1999050,97024,"Maldita Nerea lo forman Jorge Ruiz Flores a la voz y la guitarra, Carlos Molina al bajo, Luis Gomez a la guitarra y Sergio Bernal a la bateria. Con una media de edad de 25 años, este cuarteto de Murcia lleva bastantes años preparandose para el lanzamiento definitivo de su carrera. Todos han pasado por diferentes formaciones y proyectos hasta coincidir en Maldita Nerea. Todo ha sido cuestion de perseverancia, ganas de superarse y fe en sí mismos. <a href=""https://www.last.fm/music/Maldita+Nerea"">Read more on Last.fm</a>","Nil Moliner, El Canto del Loco, Despistaos, Pereza, Melendi"
Sidecars,569045,31397,"Sidecars es un nuevo y joven cuarteto madrileño que aúna la tradición del buen pop-rock en castellano con una admirable habilidad para fabricar melodías de alto valor comercial, sin renunciar a un buen tanto por ciento de honestidad y una pizca de pícara chulería. El grupo está liderado por Juancho -guitarra y voz- y se completa con Manu -guitarra-, Hierbas -bajo- y Ruli -batería-. Sidecars son herederos de la saga que arrancó con Tequila y su genuina fijación “stoniana” <a href=""https://www.last.fm/music/Sidecars"">Read more on Last.fm</a>","Blas Cantó, Leiva, Pereza, El Canto del Loco, Elefantes"
Vetusta Morla,8681850,151901,"Vetusta Morla is a Spanish indie rock band originally from Tres Cantos, Madrid, who sings in Spanish. After nine years of musical journey, in February 2008 they published their first feature, Un día en el mundo. Three years later, in 2011, they published their second album, Maps. On April 8 after several years of touring Spain and other countries, they published their third album,La Deriva. In 2017 they publish their fourth album Mismo Sitio, Distinto Lugar. <a href=""https://www.last.fm/music/Vetusta+Morla"">Read more on Last.fm</a>","Izal, Arde Bogotá, Leiva, Supersubmarina, Viva Suecia"
Bee Gees,53776175,2928188,"The Bee Gees, originally made up of three brothers: Barry Gibb, Robin Gibb (died 2012), and Maurice Gibb (died 2003), have been successful for most of their 40-plus years of recording music. They had two distinct periods of exceptional success: as a pop act in the late 1960s and early 1970s, and as a foremost act of the disco music era in the late 1970s.

The Gibb brothers were born on the Isle of Man, UK to English parents in 1946 (Barry Alan Crompton Gibb <a href=""https://www.last.fm/music/Bee+Gees"">Read more on Last.fm</a>","Robin Gibb, Andy Gibb, Barry Gibb, Captain & Tennille, Leo Sayer"
Suu,141744,10242," <a href=""https://www.last.fm/music/Suu"">Read more on Last.fm</a>","Doctor Prats, Buhos, Ginestà, La Fúmiga, Joan Dausà"
Paula Mattheus,117295,6163," <a href=""https://www.last.fm/music/Paula+Mattheus"">Read more on Last.fm</a>","Mercedes Cañas, Malmö 040, Tres Caladas, Siloé, Alex Wall"
Cesk Freixas,151064,10045,"Cesk Freixas (Francesc Freixas i Morros, Sant Pere de Riudebitlles, 1984) is a young singer-songwriter that, with other artists from the country, returned the singer-songwriter label to the real way, like it used to be long time ago. They are the new generation of catalan singer-songwriter proclaiming injustices with guitars since 2004.


The band is composed by Cesk, composer, vocals and guitar; Victor Nin, electric guitar; Dani Malagarriga, bass; Monty <a href=""https://www.last.fm/music/Cesk+Freixas"">Read more on Last.fm</a>","Feliu Ventura, Els Pets, Lax'n'Busto, Pirat's Sound Sistema, Pau Alabajos"
Valeria Castro,261662,15154," <a href=""https://www.last.fm/music/Valeria+Castro"">Read more on Last.fm</a>","Travis Birds, Xoel López, Mikel Izal, Samuraï, Ginebras"
RAT BOY,4304653,287102,"Jordan Cardy (born 21 February 1996), known by his stage name Rat Boy, is an English musician from Chelmsford, Essex. He studied at Chelmer Valley High School in Chelmsford and went on to study Art at Colchester Institute. Despite being dyslexic, he began writing songs in his spare time, releasing songs on SoundCloud under the name ""Rat Boy"", a name given to him by his school friends who claimed he looked like a rat. After college Cardy was hired and subsequently fired from Wetherspoons <a href=""https://www.last.fm/music/Rat+boy"">Read more on Last.fm</a>",
ZOO,1024971,40466,"There are more than one artist with this name:

1) A rap band formed in 2014 from the city of Gandia in the province of Valencia, Spain. They sing in Valencian and the songs have political lyrics. They are known for incorporating different genres and instruments in the background music. Their music can also be classified under the genres of hip-hop, rock ska and electronics as well as rap. The band was formed by  Panxo (Toni Sánchez), former member of Orxata Sound System and Sophy Zoo. <a href=""https://www.last.fm/music/Zoo"">Read more on Last.fm</a>","Txarango, Oques Grasses, La Raíz, The Tyets, Manel"
Miss Caffeina,1755789,59751,"Miss Caffeina are five guys who are really into making music. Their passion for music has been the motor that has kept  the group running from the moment they formed  to the present day. Together they've recorded 4 EPs and 1 full-length album. The group still finds time to make music even though the members live in different cities around Spain. 

Destrucción Creativa (2007) was their first EP. Recorded in Granada, Spain, with help from Eric from Los Planetas, (who was giving drum lessons in the same studio) amongst others. <a href=""https://www.last.fm/music/Miss+Caffeina"">Read more on Last.fm</a>","Sidonie, Izal, Viva Suecia, Veintiuno, Lori Meyers"
Pau Vallvé,487046,20048," Pau Vallvé (Barcelona 1981) Composer / Producer.

Composer of the soundtrack of ZULO, ""Esto no és un Cuento"" and working within projects such as; ""Por Nosotros"" and ""Suspicious Minds"". Musical producer of '1st Aid Kit', 'Inspira', 'Insomni' besides producing all of his own work. He has created theme music and songs for series and TV shows such as; Porca Miseria (series in TV3), the disc ""SuperXiula"" from Club Super3, for MNAC (National Museum of Art from Catalunya) <a href=""https://www.last.fm/music/+noredirect/Pau+Vallv%C3%A9"">Read more on Last.fm</a>","Maria Jaume, Maria Coma, Mishima, Inspira, Renaldo & Clara"
Chubby Checker,2907770,518551,"Chubby Checker is the stage name of Ernest Evans (born 3 October 1941), an American singer-songwriter best known for popularizing the dance The Twist with his 1960 song ""The Twist"". In September 2008, ""The Twist"" topped Billboard's list of the most popular singles to have appeared in the Hot 100 since its debut in 1958.

He was born in Spring Gulley, SC, USA, and raised in South Philadelphia, Pennsylvania, and attended South Philadelphia High School with Frankie Avalon and Fabian. <a href=""https://www.last.fm/music/Chubby+Checker"">Read more on Last.fm</a>","Bill Haley, Bill Haley & His Comets, Eddie Cochran, Gene Vincent, Carl Perkins"
La Maravillosa Orquesta del Alcohol,1597025,40722,"According to the legend, this peculiar band was created in Grafton Street, one of the main streets in Dublin, where musicians from all over the world meet to make a living by playing alive. Joselito Maravilla (accordion) and Maravilloso David (main vocals, guitar) met over there.

After some months playing on the streets, they decided to come back to Spain and start up a band mixing traditional music (Irish, American and Slavic), rock&roll structures and the most classic blues. <a href=""https://www.last.fm/music/La+Maravillosa+Orquesta+del+Alcohol"">Read more on Last.fm</a>","Xoel López, Guitarricadelafuente, Valeria Castro, Rozalén, Amaia"
Arco,422330,33598,"There are three groups by the name of Arco:

1. Arco are a British band noted for unusually slow, quiet, poetic music: a gig review in national newspaper The Guardian suggested ""an hour in arco's company is the aural equivalent of a day in a flotation tank"". Similarly, a review in Q, a UK monthly music magazine, described first album Coming To Terms as ""the aural equivalent of a human being pausing for thought as the world speeds on around"".

2. Arco (Antonio Arco)  is the former singer from the Spanish band ""El Puchero del Hortelano"". <a href=""https://www.last.fm/music/Arco"">Read more on Last.fm</a>","Codeine, Good Night & Good Morning, The For Carnation, Tram, Low"
Pajaro Sunrise,141518,27657,"Pājaro Sunrise started as a project of Yuri Méndez and Pepe Lopez. Their first and self-titled album, released by Lovemonk Records in November 2006, was recorded, mixed and produced by themselves at their own home. ""Pājaro Sunrise"" was received very well by the music press, it was released in Japan and South-Korea and distributed worldwide. The band got lots of interest from all over the place and toured around Europe, playing in countries like Germany, The Netherlands, Austria, Switzerland, Czech Republic and Belgium. <a href=""https://www.last.fm/music/+noredirect/Pajaro+Sunrise"">Read more on Last.fm</a>",
Miguel Campello,107568,8891," <a href=""https://www.last.fm/music/Miguel+Campello"">Read more on Last.fm</a>","El Canijo de Jerez, elbicho, Antoñito Molina, Juanito Makandé, Nolasco"
AC/DC,189138931,4051287,"AC/DC are an Australian rock band formed in Sydney in 1973 by Scottish-born brothers Malcolm and Angus Young. Their music has been variously described as hard rock, blues rock, and heavy metal, but the band calls it simply ""rock and roll"".

AC/DC underwent several line-up changes before releasing their first album, 1975's High Voltage. Membership subsequently stabilised around the Young brothers, singer Bon Scott, drummer Phil Rudd, and bassist Mark Evans. <a href=""https://www.last.fm/music/AC%2FDC"">Read more on Last.fm</a>","Ozzy Osbourne, Motörhead, Van Halen, Aerosmith, Airbourne"
